episode,episode_reward,avg_total_q,avg_total_w,switches,collisions_sum,arrivals_sum
100,-1096.0499999999995,1.3283333333333334,7.211666666666667,223,0,244
101,-1108.4999999999986,1.3533333333333333,7.076666666666667,139,0,244
102,-1482.2499999999995,1.625,13.026666666666667,119,0,245
103,-940.4499999999972,1.1683333333333332,5.838333333333333,400,0,246
104,-909.9499999999972,1.1333333333333333,5.668333333333333,315,0,244
105,-1092.2000000000007,1.34,6.786666666666667,370,0,246
106,-1257.9000000000015,1.4683333333333333,9.193333333333333,322,0,242
107,-1019.0499999999979,1.2733333333333334,5.915,427,0,244
108,-915.6499999999969,1.1333333333333333,5.85,436,0,245
109,-865.1999999999969,1.0933333333333333,5.198333333333333,319,0,245
110,-981.599999999998,1.2283333333333333,5.795,358,0,243
111,-1009.9999999999977,1.2533333333333334,6.113333333333333,419,0,244
112,-1180.5999999999983,1.4033333333333333,8.21,409,0,244
113,-979.6999999999977,1.2183333333333333,5.933333333333334,453,0,244
114,-962.0499999999978,1.21,5.625,284,0,244
115,-906.899999999997,1.1616666666666666,4.958333333333333,257,0,245
116,-1040.2999999999988,1.2916666666666667,6.251666666666667,307,0,243
117,-1431.7999999999993,1.6883333333333332,9.783333333333333,326,0,244
118,-1149.9000000000015,1.4066666666666667,7.105,350,0,243
119,-971.8499999999977,1.2233333333333334,5.591666666666667,350,0,244
120,-1000.2999999999976,1.2433333333333334,6.035,306,0,241
121,-1105.049999999999,1.37,6.511666666666667,329,0,244
122,-1009.349999999997,1.25,6.181666666666667,378,0,244
123,-1012.3499999999965,1.2633333333333334,5.96,353,0,243
124,-989.7999999999971,1.22,6.285,404,0,247
125,-1231.400000000001,1.4966666666666666,7.685,335,0,245
126,-1339.3000000000004,1.615,8.458333333333334,329,0,243
127,-1029.0499999999988,1.285,6.05,307,0,245
128,-931.7499999999969,1.1783333333333332,5.376666666666667,301,0,245
129,-1136.6499999999983,1.4033333333333333,6.773333333333333,318,0,243
130,-1289.0500000000002,1.555,8.165,395,0,244
131,-1345.7000000000025,1.615,8.663333333333334,327,0,244
132,-1151.4000000000012,1.41,7.118333333333333,304,0,245
133,-1071.1499999999985,1.31,6.8,328,0,243
134,-957.9499999999977,1.205,5.526666666666666,387,0,243
135,-882.0999999999973,1.0883333333333334,5.868333333333333,293,0,243
136,-963.4999999999975,1.2166666666666666,5.486666666666666,362,0,246
137,-1150.1499999999994,1.3916666666666666,7.493333333333333,336,0,243
138,-1078.1499999999983,1.3333333333333333,6.463333333333333,229,0,243
139,-945.6499999999984,1.1883333333333332,5.59,311,0,245
140,-1038.2999999999995,1.2816666666666667,6.45,311,0,246
141,-1239.4500000000012,1.4933333333333334,7.98,381,0,243
142,-1125.2499999999993,1.3916666666666666,6.716666666666667,276,0,245
143,-1110.0499999999986,1.375,6.581666666666667,321,0,246
144,-979.8999999999985,1.2083333333333333,6.198333333333333,347,0,243
145,-976.8999999999982,1.2233333333333334,5.778333333333333,260,0,243
146,-1197.8499999999988,1.47,7.213333333333333,285,0,243
147,-976.8499999999977,1.2283333333333333,5.66,253,0,245
148,-1105.0999999999992,1.34,7.221666666666667,358,0,243
149,-1008.9499999999973,1.25,6.218333333333334,292,0,244
150,-1004.1499999999982,1.2483333333333333,6.118333333333333,267,0,244
151,-1258.2000000000016,1.52,8.026666666666667,316,0,244
152,-971.1999999999969,1.2283333333333333,5.48,266,0,244
153,-1147.9999999999989,1.4066666666666667,7.0616666666666665,324,0,243
154,-1257.9000000000028,1.51,8.288333333333334,307,0,245
155,-1039.1999999999994,1.285,6.366666666666666,314,0,244
156,-940.7499999999976,1.19,5.376666666666667,298,0,245
157,-996.5499999999975,1.2483333333333333,5.816666666666666,342,0,245
158,-1147.9999999999989,1.4066666666666667,7.0616666666666665,313,0,243
159,-1116.3999999999994,1.3816666666666666,6.62,295,0,244
160,-908.9499999999977,1.1483333333333334,5.358333333333333,272,0,246
161,-1169.749999999999,1.43,7.226666666666667,335,0,243
162,-920.1499999999977,1.1583333333333334,5.45,291,0,245
163,-1923.600000000004,2.0933333333333333,16.458333333333332,322,0,245
164,-1177.9499999999996,1.42,7.775,335,0,246
165,-993.5499999999972,1.2483333333333333,5.755,251,0,244
166,-996.6999999999973,1.2516666666666667,5.781666666666666,179,0,245
167,-939.1499999999972,1.1816666666666666,5.5616666666666665,268,0,244
168,-986.5999999999979,1.22,6.236666666666666,285,0,246
169,-1160.6500000000012,1.41,7.435,317,0,244
170,-979.3999999999974,1.2366666666666666,5.553333333333334,281,0,244
171,-1241.2500000000014,1.51,7.7316666666666665,289,0,244
172,-972.5999999999979,1.1983333333333333,6.256666666666667,220,0,244
173,-935.5999999999977,1.1466666666666667,6.265,292,0,245
174,-992.5499999999973,1.25,5.703333333333333,261,0,245
175,-986.2499999999981,1.2333333333333334,5.873333333333333,235,0,245
176,-991.6499999999974,1.24,5.85,271,0,243
177,-1065.7499999999989,1.3183333333333334,6.493333333333333,249,0,245
178,-1101.4499999999985,1.3633333333333333,6.56,268,0,243
179,-1076.8999999999978,1.3333333333333333,6.495,255,0,245
180,-1126.3499999999988,1.39,6.748333333333333,263,0,242
181,-1114.8500000000013,1.355,7.24,257,0,245
182,-985.9999999999982,1.2333333333333334,5.8566666666666665,283,0,246
183,-1009.5499999999977,1.27,5.736666666666666,265,0,243
184,-1096.899999999999,1.365,6.38,275,0,244
185,-1051.4499999999985,1.315,6.041666666666667,264,0,242
186,-1044.4499999999994,1.2983333333333333,6.221666666666667,285,0,244
187,-891.5999999999983,1.135,5.046666666666667,272,0,244
188,-856.7999999999975,1.0766666666666667,5.326666666666667,254,0,244
189,-1160.200000000001,1.435,6.8,295,0,244
190,-1313.1,1.5716666666666668,8.636666666666667,231,0,244
191,-1118.2499999999982,1.38,6.74,261,0,243
192,-1132.6499999999994,1.41,6.501666666666667,257,0,244
193,-1006.2499999999973,1.265,5.7683333333333335,270,0,244
194,-976.8499999999977,1.2283333333333333,5.66,298,0,245
195,-1052.2499999999995,1.3016666666666667,6.411666666666667,195,0,244
196,-1019.199999999998,1.2783333333333333,5.901666666666666,275,0,245
197,-1091.5499999999995,1.3483333333333334,6.623333333333333,260,0,245
198,-1122.7999999999997,1.3816666666666666,6.823333333333333,271,0,244
199,-980.7999999999972,1.2233333333333334,5.92,251,0,244
200,-1027.2499999999986,1.2816666666666667,6.048333333333333,264,0,244
201,-1003.5999999999973,1.26,5.831666666666667,243,0,245
202,-1077.1499999999996,1.33,6.595,264,0,246
203,-1010.1999999999979,1.2666666666666666,5.828333333333333,264,0,243
204,-1086.8999999999987,1.355,6.276666666666666,291,0,244
205,-979.5499999999971,1.2383333333333333,5.516666666666667,239,0,243
206,-990.849999999998,1.2433333333333334,5.7683333333333335,269,0,246
207,-1247.6999999999987,1.5016666666666667,8.126666666666667,280,0,244
208,-976.8499999999977,1.2283333333333333,5.66,258,0,245
209,-1153.3999999999996,1.4166666666666667,7.033333333333333,277,0,244
210,-1108.7499999999984,1.365,6.783333333333333,254,0,243
211,-999.6499999999979,1.245,6.01,271,0,245
212,-1058.849999999998,1.315,6.35,227,0,243
213,-976.8499999999977,1.2283333333333333,5.66,267,0,245
214,-1247.6999999999987,1.5016666666666667,8.126666666666667,286,0,244
215,-946.7499999999975,1.1966666666666668,5.3933333333333335,274,0,243
216,-1572.1000000000033,1.7983333333333333,11.853333333333333,289,0,246
217,-976.8499999999977,1.2283333333333333,5.66,278,0,245
218,-1014.2999999999975,1.2616666666666667,6.116666666666666,272,0,244
219,-977.1499999999977,1.2283333333333333,5.66,286,0,245
220,-999.5999999999979,1.26,5.678333333333334,258,0,245
221,-1099.0999999999995,1.3483333333333334,6.915,258,0,245
222,-976.8499999999977,1.2283333333333333,5.66,283,0,245
223,-1381.2500000000027,1.6333333333333333,9.451666666666666,275,0,246
224,-976.5499999999977,1.2283333333333333,5.66,270,0,245
225,-928.7499999999967,1.1566666666666667,5.806666666666667,237,0,245
226,-1014.9999999999981,1.2666666666666666,5.985,265,0,241
227,-1018.8999999999984,1.2616666666666667,6.273333333333333,259,0,246
228,-976.8499999999977,1.2283333333333333,5.66,271,0,245
229,-976.8499999999977,1.2283333333333333,5.66,271,0,245
230,-1044.4999999999984,1.2883333333333333,6.495,246,0,245
231,-1274.850000000002,1.5283333333333333,8.37,288,0,243
232,-1204.0,1.445,8.06,260,0,244
233,-1059.949999999999,1.3166666666666667,6.308333333333334,281,0,244
234,-975.8499999999981,1.225,5.695,270,0,244
235,-1069.6499999999985,1.3316666666666668,6.281666666666666,261,0,244
236,-977.1499999999977,1.2283333333333333,5.66,288,0,245
237,-976.8499999999977,1.2283333333333333,5.66,271,0,245
238,-1166.4999999999984,1.4233333333333333,7.3,282,0,244
239,-1135.0000000000007,1.3816666666666666,7.248333333333333,276,0,243
240,-1197.9500000000005,1.47,7.226666666666667,270,0,243
241,-976.8499999999977,1.2283333333333333,5.66,271,0,245
242,-1068.9999999999993,1.3133333333333332,6.68,295,0,244
243,-1140.1999999999994,1.395,7.113333333333333,286,0,244
244,-918.1999999999979,1.155,5.475,274,0,245
245,-1018.5999999999982,1.28,5.808333333333334,273,0,243
246,-943.0999999999964,1.1833333333333333,5.635,269,0,245
247,-1048.399999999999,1.3166666666666667,5.923333333333333,297,0,244
248,-984.399999999998,1.235,5.74,287,0,244
249,-1218.15,1.4183333333333332,9.143333333333333,306,0,245
250,-1053.9999999999998,1.3083333333333333,6.331666666666667,280,0,245
251,-964.6499999999975,1.2166666666666666,5.585,265,0,246
252,-976.8499999999977,1.2283333333333333,5.66,285,0,245
253,-976.8499999999977,1.2283333333333333,5.66,277,0,245
254,-958.9999999999977,1.205,5.655,264,0,245
255,-1131.6500000000003,1.405,6.588333333333333,280,0,244
256,-1122.549999999998,1.365,7.253333333333333,264,0,243
257,-976.8499999999977,1.2283333333333333,5.66,291,0,245
258,-1019.9999999999977,1.2766666666666666,5.9783333333333335,247,0,245
259,-993.5499999999981,1.255,5.586666666666667,283,0,245
260,-1128.3999999999996,1.3716666666666666,7.2683333333333335,291,0,243
261,-976.8499999999977,1.2283333333333333,5.66,279,0,245
262,-1051.549999999998,1.3016666666666667,6.398333333333333,281,0,244
263,-1076.399999999998,1.3333333333333333,6.455,269,0,243
264,-1043.2999999999993,1.295,6.283333333333333,268,0,244
265,-1065.6499999999999,1.3283333333333334,6.18833257,-1027.099999999998,266,-1099.2999999999995,1.3483333333333334,6.86,290,0,244
267,-1483.400000000002,1.7266666666666666,10.581666666666667,311,0,243
268,-1201.800000000001,1.47,7.358333333333333,295,0,245
269,-1162.3999999999978,1.4166666666666667,7.321666666666666,267,0,243
270,-976.8499999999977,1.2283333333333333,5.66,272,0,245
271,-1080.1500000000008,1.335,6.555,288,0,246
272,-926.6999999999973,1.1633333333333333,5.558333333333334,289,0,245
273,-1191.35,1.4533333333333334,7.398333333333333,314,0,244
274,-944.0999999999974,1.1833333333333333,5.666666666666667,255,0,244
275,-1083.1999999999982,1.3416666666666666,6.471666666666667,275,0,243
276,-986.6499999999974,1.2183333333333333,6.246666666666667,264,0,245
277,-1264.250000000001,1.525,8.088333333333333,343,0,244
278,-1284.6000000000013,1.5383333333333333,8.415,374,0,243
279,-976.8499999999977,1.2283333333333333,5.66,307,0,245
280,-984.399999999998,1.235,5.74,289,0,244
281,-1080.3999999999983,1.3166666666666667,6.966666666666667,295,0,242
282,-1104.6999999999991,1.3583333333333334,6.761666666666667,374,0,245
283,-1080.6499999999985,1.345,6.328333333333333,298,0,244
284,-1221.1999999999985,1.4816666666666667,7.7,309,0,242
285,-1128.0499999999984,1.3716666666666666,7.266666666666667,286,0,243
286,-941.0499999999976,1.19,5.376666666666667,313,0,245
287,-941.2999999999977,1.185,5.523333333333333,282,0,244
288,-1325.5499999999986,1.5916666666666666,8.55,313,0,243
289,-990.549999999998,1.2433333333333334,5.7683333333333335,299,0,246
290,-1040.099999999998,1.2733333333333334,6.718333333333334,279,0,245
291,-901.5999999999976,1.1383333333333334,5.343333333333334,299,0,246
292,-1008.7499999999972,1.2483333333333333,6.233333333333333,353,0,245
293,-930.2499999999978,1.1633333333333333,5.685,255,0,244
294,-1077.2999999999986,1.3366666666666667,6.416666666666667,274,0,244
295,-1052.149999999999,1.2916666666666667,6.6466666666666665,269,0,243
296,-1126.8999999999996,1.3883333333333334,6.788333333333333,311,0,243
297,-1039.7499999999982,1.28,6.515,264,0,244
298,-908.6499999999972,1.1533333333333333,5.193333333333333,257,0,243
299,-1076.8999999999992,1.3483333333333334,6.135,285,0,245
300,-1280.5999999999979,1.5166666666666666,8.871666666666666,263,0,243
301,-1247.600000000001,1.4966666666666666,8.251666666666667,276,0,243
302,-1427.1,1.69,9.583333333333334,270,0,242
303,-1085.0500000000002,1.3266666666666667,6.915,290,0,244
304,-1087.9999999999989,1.325,7.053333333333334,298,0,244
305,-976.8499999999977,1.2283333333333333,5.66,298,0,245
306,-1089.0999999999992,1.3383333333333334,6.758333333333334,280,0,243
307,-1052.6499999999994,1.315,6.115,289,0,244
308,-1119.3999999999999,1.3783333333333334,6.78,324,0,244
309,-976.8499999999977,1.2283333333333333,5.66,272,0,245
310,-976.8499999999977,1.2283333333333333,5.66,292,0,245
311,-1330.4499999999985,1.5733333333333333,9.133333333333333,323,0,243
312,-999.5999999999977,1.2283333333333333,6.406666666666666,308,0,244
313,-908.6499999999977,1.1483333333333334,5.358333333333333,263,0,246
314,-1119.3999999999999,1.3783333333333334,6.78,330,0,244
315,-1187.6999999999987,1.415,8.226666666666667,266,0,244
316,-1023.7499999999982,1.2766666666666666,6.053333333333334,292,0,245
317,-1141.1000000000015,1.3883333333333334,7.295,292,0,245
318,-1108.0999999999988,1.3816666666666666,6.361666666666666,272,0,243
319,-1134.8499999999985,1.3916666666666666,7.026666666666666,270,0,245
320,-915.3999999999972,1.155,5.361666666666666,289,0,245
321,-1076.6000000000006,1.3166666666666667,6.873333333333333,285,0,244
322,-973.0999999999977,1.2283333333333333,5.511666666666667,289,0,243
323,-1143.449999999999,1.405,6.98,257,0,243
324,-1263.8999999999996,1.535,7.886666666666667,288,0,244
325,-1287.1499999999992,1.5483333333333333,8.33,287,0,243
326,-1023.2999999999977,1.2866666666666666,5.828333333333333,290,0,245
327,-1004.8499999999974,1.2483333333333333,6.121666666666667,271,0,244
328,-1188.000000000001,1.4333333333333333,7.755,317,0,243
329,-1247.300000000001,1.5116666666666667,7.863333333333333,290,0,244
330,-1076.8999999999992,1.3483333333333334,6.135,272,0,245
331,-1138.8000000000018,1.3866666666666667,7.226666666666667,308,0,244
332,-1044.4499999999994,1.2983333333333333,6.221666666666667,293,0,244
333,-918.8499999999979,1.155,5.475,288,0,244
334,-977.4499999999977,1.2283333333333333,5.66,271,0,245
335,-975.3999999999976,1.2233333333333334,5.74,254,0,244
336,-976.8499999999977,1.2283333333333333,5.66,275,0,245
337,-1014.4999999999975,1.2716666666666667,5.8933333333333335,259,0,244
338,-976.149999999998,1.225,5.695,306,0,244
339,-932.799999999998,1.1916666666666667,5.081666666666667,289,0,245
340,-1125.2999999999995,1.39,6.726666666666667,305,0,244
341,-1138.6500000000003,1.4016666666666666,6.8933333333333335,305,0,245
342,-1052.699999999999,1.325,5.876666666666667,287,0,244
343,-1085.649999999999,1.3566666666666667,6.226666666666667,273,0,245
344,-1112.1000000000004,1.36,7.02,315,0,246
345,-1166.400000000001,1.425,7.256666666666667,301,0,244
346,-768.7499999999983,0.9966666666666667,4.3133333333333335,260,0,245
347,-1025.2999999999981,1.2683333333333333,6.335,278,0,245
348,-1373.3499999999988,1.6066666666666667,9.783333333333333,291,0,243
349,-990.549999999998,1.2433333333333334,5.7683333333333335,283,0,246
350,-958.8499999999972,1.195,5.871666666666667,315,0,246
351,-991.1499999999976,1.2516666666666667,5.596666666666667,276,0,245
352,-892.1499999999979,1.1416666666666666,4.903333333333333,268,0,243
353,-976.8499999999977,1.2283333333333333,5.66,289,0,245
354,-1076.8999999999992,1.3483333333333334,6.135,286,0,245
355,-879.9999999999977,1.1133333333333333,5.158333333333333,291,0,243
356,-1031.3499999999995,1.2933333333333332,5.885,288,0,244
357,-927.0499999999978,1.1783333333333332,5.1883333333333335,283,0,244
358,-824.7999999999976,1.0616666666666668,4.621666666666667,264,0,245
359,-1103.7999999999988,1.37,6.488333333333333,281,0,243
360,-937.249999999998,1.1866666666666668,5.303333333333334,278,0,241
361,-1044.7499999999993,1.2983333333333333,6.221666666666667,301,0,244
362,-923.8999999999976,1.1633333333333333,5.455,292,0,245
363,-1019.199999999998,1.2783333333333333,5.901666666666666,264,0,245
364,-1271.3999999999978,1.5233333333333334,8.375,293,0,243
365,-1133.4499999999996,1.39,7.02,277,0,245
366,-1208.6000000000013,1.4816666666666667,7.325,274,0,245
367,-933.4999999999972,1.1883333333333332,5.1433333333333335,296,0,244
368,-944.1999999999971,1.1833333333333333,5.67,248,0,244
369,-976.8499999999977,1.2283333333333333,5.66,265,0,245
370,-1081.0499999999981,1.345,6.365,271,0,246
371,-1132.6499999999994,1.41,6.501666666666667,268,0,244
372,-1020.3499999999985,1.2766666666666666,5.946666666666666,252,0,243
373,-939.9499999999977,1.1783333333333332,5.64,301,0,245
374,-914.1999999999983,1.1433333333333333,5.631666666666667,266,0,245
375,-1207.4000000000003,1.4616666666666667,7.72,289,0,242
376,-985.4999999999978,1.2433333333333334,5.618333333333333,241,0,245
377,-906.4499999999971,1.165,4.84,299,0,243
378,-1065.5999999999992,1.3283333333333334,6.185,324,0,243
379,-908.6499999999982,1.155,5.123333333333333,274,0,243
380,-919.8499999999977,1.1583333333333334,5.45,271,0,245
381,-1022.2999999999972,1.2616666666666667,6.365,353,0,245
382,-1295.7500000000016,1.5733333333333333,8.001666666666667,333,0,246
383,-1280.5999999999979,1.5166666666666666,8.871666666666666,251,0,243
384,-1019.199999999998,1.2783333333333333,5.901666666666666,268,0,245
385,-1145.9499999999987,1.4033333333333333,7.086666666666667,323,0,245
386,-1010.2499999999969,1.2666666666666666,5.863333333333333,283,0,245
387,-1543.2000000000003,1.7833333333333334,11.193333333333333,312,0,242
388,-1020.4499999999969,1.2633333333333334,6.291666666666667,269,0,244
389,-912.8999999999969,1.1616666666666666,5.136666666666667,253,0,244
390,-1115.05,1.3766666666666667,6.738333333333333,266,0,246
391,-908.6499999999982,1.155,5.123333333333333,277,0,243
392,-976.8499999999977,1.2283333333333333,5.66,279,0,245
393,-1196.8999999999992,1.4533333333333334,7.625,271,0,245
394,-1046.3999999999987,1.305,6.1466666666666665,266,0,244
395,-933.5499999999971,1.1733333333333333,5.555,253,0,244
396,-1044.4999999999984,1.2883333333333333,6.495,264,0,245
397,-977.1499999999978,1.2283333333333333,5.66,288,0,245
398,-1090.7499999999977,1.34,6.795,259,0,244
399,-976.8499999999977,1.2283333333333333,5.66,284,0,245
667,212,0,245
396,-986.2499999999968,1.2283333333333333,5.963333333333333,310,0,245
397,-936.249999999998,1.1733333333333333,5.678333333333334,181,0,246
398,-869.2999999999977,1.0833333333333333,5.533333333333333,288,0,244
399,-1541.8500000000033,1.7983333333333333,10.771666666666667,341,0,244
