episode,episode_reward,avg_total_q,avg_total_w,switches
0,-1295.699999999999,1.3983333333333334,9.27,293
1,-1298.1999999999996,1.4,9.293333333333333,295
2,-1182.0000000000002,1.305,7.74,273
3,-1022.85,1.175,5.535,322
4,-968.6499999999997,1.1283333333333334,4.828333333333333,326
5,-827.45,0.9416666666666667,4.581666666666667,322
6,-697.95,0.8316666666666667,2.915,325
7,-937.9500000000004,1.0766666666666667,5.055,299
8,-1042.9499999999996,1.205,5.435,326
9,-599.8500000000001,0.7,2.875,250
