episode,episode_reward,avg_total_q,avg_total_w,switches
116,-1344.95,1.5116666666666667,8.271666666666667,336
117,-1106.9,1.2766666666666666,6.016666666666667,248
118,-984.1999999999998,1.1166666666666667,5.746666666666667,256
119,-1038.9999999999998,1.205,5.443333333333333,293
120,-1071.85,1.2333333333333334,5.858333333333333,225
121,-1059.55,1.2133333333333334,5.918333333333333,309
122,-882.0499999999998,1.0283333333333333,4.471666666666667,260
123,-993.9999999999997,1.145,5.373333333333333,294
124,-958.1499999999999,1.105,5.178333333333334,254
125,-928.1000000000003,1.08,4.756666666666667,274
126,-1112.4499999999996,1.2916666666666667,5.831666666666667,263
127,-1140.4000000000005,1.3083333333333333,6.343333333333334,330
128,-1337.0500000000004,1.5033333333333334,8.238333333333333,307
129,-1130.6,1.31,5.976666666666667,288
130,-940.7499999999995,1.0866666666666667,5.028333333333333,210
131,-1067.0499999999997,1.2416666666666667,5.508333333333334,296
132,-1065.4999999999993,1.2316666666666667,5.706666666666667,258
133,-964.4499999999995,1.1166666666666667,5.098333333333334,236
134,-1086.0500000000002,1.2516666666666667,5.891666666666667,283
135,-1074.7500000000002,1.24,5.815,323
136,-1145.7,1.3183333333333334,6.28,336
137,-1057.45,1.2183333333333333,5.738333333333333,316
138,-1135.6499999999994,1.2733333333333334,7.045,272
139,-1097.8,1.235,6.733333333333333,208
140,-1129.6999999999998,1.31,5.956666666666667,256
141,-1129.6999999999998,1.31,5.956666666666667,333
142,-962.0,1.1183333333333334,4.976666666666667,249
143,-1017.8499999999993,1.1716666666666666,5.558333333333334,281
144,-1036.9,1.19,5.743333333333333,324
145,-1216.7500000000002,1.3966666666666667,6.748333333333333,366
146,-1028.75,1.1866666666666668,5.551666666666667,315
147,-1075.95,1.1933333333333334,6.975,294
148,-1110.75,1.2716666666666667,6.235,313
149,-1154.6999999999998,1.3383333333333334,6.12,290
150,-962.9999999999998,1.12,4.96,307
151,-1181.9500000000003,1.35,6.698333333333333,381
152,-1196.15,1.36,6.941666666666666,363
153,-1023.8499999999998,1.1733333333333333,5.698333333333333,352
154,-806.5499999999995,0.9466666666666667,3.895,238
155,-949.6999999999992,1.0633333333333332,5.826666666666667,406
156,-1070.7499999999998,1.225,6.011666666666667,290
157,-878.3999999999996,0.995,5.12,328
158,-1267.8500000000008,1.4333333333333333,7.541666666666667,401
159,-2735.100000000003,2.46,31.87,251
160,-1122.35,1.305,5.791666666666667,296
161,-1116.6999999999996,1.2933333333333332,5.933333333333334,212
162,-1691.5500000000002,1.72,14.865,125
163,-1374.8999999999996,1.5016666666666667,9.51,189
164,-1124.5500000000002,1.2983333333333333,6.065,147
165,-1555.3500000000001,1.545,14.495,230
166,-1351.6499999999992,1.52,8.245,299
167,-1475.9500000000003,1.5433333333333332,11.878333333333334,168
168,-1233.45,1.4066666666666667,7.055,274
169,-1112.2999999999993,1.2783333333333333,6.1066666666666665,264
170,-1159.3500000000004,1.3016666666666667,7.105,293
171,-1413.8500000000001,1.5883333333333334,8.738333333333333,218
172,-1287.55,1.4616666666666667,7.528333333333333,333
173,-1144.6000000000001,1.3166666666666667,6.263333333333334,356
174,-1015.2499999999999,1.1683333333333332,5.5616666666666665,97
175,-1188.8500000000001,1.3516666666666666,6.898333333333333,176
176,-1783.8499999999997,1.805,15.891666666666667,137
177,-1456.0500000000006,1.6433333333333333,8.795,378
178,-1348.6000000000008,1.5316666666666667,7.903333333333333,384
179,-1260.9000000000005,1.4333333333333333,7.29,457
180,-1142.3000000000004,1.2883333333333333,6.8566666666666665,412
181,-1129.3499999999997,1.29,6.415,273
182,-1169.5500000000004,1.34,6.535,310
183,-1228.7499999999998,1.4033333333333333,6.9783333333333335,330
184,-1464.8500000000006,1.6566666666666667,8.778333333333334,365
185,-1236.4500000000005,1.405,7.185,321
186,-1192.0500000000002,1.3583333333333334,6.825,342
187,-1282.4500000000007,1.455,7.528333333333333,345
188,-1210.9,1.38,6.963333333333333,321
189,-1195.5999999999995,1.3533333333333333,7.073333333333333,360
190,-1340.6500000000008,1.525,7.778333333333333,387
191,-1363.3000000000009,1.55,7.953333333333333,337
192,-1023.4499999999995,1.18,5.545,90
193,-1272.3500000000006,1.4616666666666667,7.051666666666667,223
194,-1920.7000000000005,1.9433333333333334,17.143333333333334,136
195,-1265.0000000000005,1.4516666666666667,7.036666666666667,189
196,-1361.8000000000004,1.5366666666666666,8.223333333333333,325
197,-1133.0,1.315,5.956666666666667,128
198,-1335.6500000000003,1.49,8.511666666666667,130
199,-1243.4499999999998,1.4316666666666666,6.818333333333333,175
200,-1416.75,1.5916666666666666,8.725,314
201,-1579.750000000001,1.655,12.648333333333333,269
202,-1165.1000000000001,1.3316666666666668,6.626666666666667,126
203,-1208.7500000000005,1.395,6.5216666666666665,285
204,-1157.3500000000001,1.3433333333333333,6.088333333333333,208
205,-980.2499999999998,1.13,5.315,189
206,-1169.2999999999997,1.345,6.446666666666666,187
207,-1152.05,1.295,7.081666666666667,211
208,-1259.4999999999995,1.4416666666666667,7.133333333333334,235
209,-1022.3499999999997,1.1733333333333333,5.678333333333334,219
210,-1104.2499999999995,1.2416666666666667,6.738333333333333,242
211,-1158.8000000000002,1.2783333333333333,7.726666666666667,189
212,-978.9999999999995,1.1533333333333333,4.703333333333333,204
213,-1022.3499999999997,1.1733333333333333,5.678333333333334,249
214,-1241.45,1.4016666666666666,7.471666666666667,246
215,-1108.1000000000004,1.2866666666666666,5.806666666666667,216
216,-1039.9999999999995,1.1916666666666667,5.806666666666667,196
217,-1201.55,1.39,6.441666666666666,231
218,-1148.7499999999998,1.3266666666666667,6.191666666666666,217
219,-1006.6,1.1583333333333334,5.513333333333334,202
220,-1059.5999999999997,1.225,5.67,216
221,-1176.8499999999997,1.3466666666666667,6.638333333333334,234
222,-1119.7500000000002,1.295,5.995,213
223,-1097.0000000000002,1.2716666666666667,5.786666666666667,211
224,-1063.8999999999999,1.2233333333333334,5.843333333333334,224
225,-929.6000000000001,1.0683333333333334,5.1066666666666665,185
226,-1221.8999999999994,1.3966666666666667,6.96,217
227,-1090.1499999999994,1.2666666666666666,5.6883333333333335,222
228,-1060.6,1.2266666666666666,5.663333333333333,212
229,-1126.5500000000002,1.31,5.861666666666666,195
230,-1086.0500000000002,1.2516666666666667,5.891666666666667,251
231,-1082.9,1.2483333333333333,5.916666666666667,195
232,-1038.9000000000003,1.2033333333333334,5.48,227
233,-1137.8000000000006,1.325,5.876666666666667,173
234,-1327.5000000000002,1.5033333333333334,7.91,209
235,-1022.3499999999997,1.1733333333333333,5.678333333333334,223
236,-1206.0999999999995,1.385,6.713333333333333,218
237,-1316.9000000000003,1.4933333333333334,7.796666666666667,166
238,-1406.6999999999998,1.5933333333333333,8.4,139
239,-1358.3999999999996,1.5383333333333333,8.11,107
240,-1014.5499999999995,1.1666666666666667,5.538333333333333,149
241,-1601.8000000000002,1.765,10.783333333333333,137
242,-1284.3500000000001,1.4716666666666667,7.241666666666666,119
243,-1126.8500000000001,1.31,5.861666666666666,128
244,-1228.15,1.4066666666666667,6.928333333333334,111
245,-1196.1500000000005,1.3666666666666667,6.8116666666666665,234
246,-1101.35,1.2716666666666667,5.941666666666666,148
247,-1126.5500000000002,1.31,5.861666666666666,107
248,-1303.9000000000005,1.4733333333333334,7.833333333333333,105
249,-1679.9500000000003,1.85,11.348333333333333,176
250,-1140.95,1.3166666666666667,6.181666666666667,106
251,-1302.4,1.4916666666666667,7.3533333333333335,158
252,-1160.8500000000006,1.3466666666666667,6.125,151
253,-1248.9999999999993,1.4333333333333333,6.963333333333333,119
254,-1360.3500000000015,1.5433333333333332,8.035,122
255,-1173.55,1.335,6.828333333333333,215
256,-1250.3000000000002,1.435,6.976666666666667,225
257,-1316.9000000000008,1.51,7.406666666666666,118
258,-1142.9499999999998,1.3133333333333332,6.288333333333333,244
259,-1178.9500000000003,1.345,6.758333333333334,243
260,-1129.6999999999998,1.31,5.956666666666667,196
261,-1149.2,1.3233333333333333,6.286666666666667,227
262,-1118.2,1.2916666666666667,6.013333333333334,220
263,-1201.4499999999998,1.3733333333333333,6.838333333333333,171
264,-1410.4,1.5866666666666667,8.653333333333334,123
265,-1169.3999999999999,1.325,6.94,126
266,-992.8999999999996,1.165,4.906666666666666,90
267,-1129.6999999999998,1.31,5.956666666666667,218
268,-1129.6999999999998,1.31,5.956666666666667,228
269,-1108.8499999999995,1.2716666666666667,6.201666666666667,222
270,-1171.4500000000003,1.3383333333333334,6.658333333333333,229
271,-1331.7999999999993,1.4533333333333334,9.273333333333333,105
272,-1210.85,1.395,6.621666666666667,159
273,-1186.8999999999996,1.3616666666666666,6.6433333333333335,101
274,-1254.9499999999998,1.44,7.0216666666666665,94
275,-1130.2499999999995,1.3116666666666668,5.945,156
276,-1087.2499999999998,1.2416666666666667,6.181666666666667,234
277,-1022.3499999999997,1.1733333333333333,5.678333333333334,207
278,-1352.1999999999998,1.5433333333333332,7.763333333333334,186
279,-1079.6,1.235,6.076666666666667,167
280,-1205.9999999999995,1.365,7.19,125
281,-1323.2499999999993,1.4983333333333333,7.908333333333333,197
282,-1298.5500000000004,1.4466666666666668,8.315,79
283,-1258.2500000000002,1.4316666666666666,7.321666666666666,82
284,-1235.6000000000006,1.4166666666666667,6.926666666666667,155
285,-1179.4500000000007,1.3666666666666667,6.265,102
286,-1180.2500000000007,1.365,6.3116666666666665,250
287,-1210.85,1.395,6.621666666666667,206
288,-1100.9499999999996,1.28,5.738333333333333,76
289,-1059.8500000000001,1.2283333333333333,5.598333333333334,111
290,-1237.2999999999997,1.3616666666666666,8.343333333333334,172
291,-1193.7499999999998,1.3533333333333333,7.071666666666666,236
292,-1353.900000000001,1.5,8.89,194
293,-1295.8,1.4616666666666667,7.8533333333333335,181
294,-1267.6999999999996,1.4183333333333332,7.996666666666667,165
295,-1091.9499999999998,1.2533333333333334,6.058333333333334,200
296,-1465.6000000000008,1.635,9.373333333333333,161
297,-1348.9499999999998,1.5283333333333333,8.035,230
298,-1115.0,1.3016666666666667,5.6866666666666665,172
299,-1240.9999999999995,1.4283333333333332,6.836666666666667,164
300,-1205.9999999999995,1.4033333333333333,6.26,162
301,-815.5499999999998,0.9633333333333334,3.825,159
302,-978.7499999999999,1.1333333333333333,5.195,121
303,-1170.15,1.3533333333333333,6.265,189
304,-1028.5,1.19,5.483333333333333,197
305,-1176.8999999999996,1.345,6.7,120
306,-1032.0,1.1916666666666667,5.55,107
307,-948.4999999999999,1.1,4.986666666666666,185
308,-998.8500000000001,1.155,5.335,198
309,-1129.6999999999998,1.31,5.956666666666667,199
310,-1129.6999999999998,1.31,5.956666666666667,223
311,-1065.7999999999993,1.2316666666666667,5.706666666666667,207
312,-1063.0999999999997,1.215,6.036666666666667,175
313,-1267.3,1.45,7.193333333333333,107
314,-1295.6999999999994,1.49,7.18,77
315,-1636.000000000001,1.7116666666666667,13.203333333333333,119
316,-1149.3999999999999,1.3233333333333333,6.293333333333333,192
317,-1118.8,1.285,6.203333333333333,180
318,-1128.5,1.285,6.526666666666666,182
319,-1083.95,1.245,6.011666666666667,87
320,-1126.3499999999997,1.2966666666666666,6.155,213
321,-1158.5500000000002,1.3116666666666668,6.888333333333334,205
322,-1133.45,1.305,6.201666666666667,143
323,-1185.8000000000009,1.3066666666666666,7.946666666666666,110
324,-1002.25,1.1583333333333334,5.368333333333333,75
325,-1116.9500000000005,1.2616666666666667,6.711666666666667,159
326,-1022.6499999999996,1.1733333333333333,5.678333333333334,87
327,-1117.0000000000002,1.29,6.033333333333333,107
328,-1056.1000000000001,1.2166666666666666,5.733333333333333,210
329,-1295.25,1.4783333333333333,7.405,272
330,-1156.35,1.3166666666666667,6.655,290
331,-934.9499999999994,1.0716666666666668,5.145,285
332,-1116.4,1.285,6.053333333333334,321
333,-1129.6999999999998,1.31,5.956666666666667,231
334,-1130.2999999999997,1.31,5.956666666666667,240
335,-1154.5500000000002,1.3266666666666667,6.385,217
336,-1508.9500000000007,1.6783333333333332,9.748333333333333,288
337,-1015.1000000000001,1.18,5.236666666666666,319
338,-1050.3,1.1916666666666667,6.19,72
339,-944.9,1.09,5.096666666666667,124
340,-1442.8500000000013,1.6516666666666666,8.185,238
341,-1067.5,1.2383333333333333,5.573333333333333,265
342,-1283.2499999999998,1.4683333333333333,7.235,272
343,-972.9499999999998,1.105,5.661666666666667,232
344,-1083.95,1.245,6.011666666666667,211
345,-1129.6999999999998,1.31,5.956666666666667,198
346,-1398.25,1.5633333333333332,8.838333333333333,92
347,-1089.85,1.2483333333333333,6.118333333333333,81
348,-1344.2999999999993,1.51,8.35,175
349,-1073.3999999999999,1.23,6.01,109
350,-1180.15,1.3233333333333333,7.298333333333333,141
351,-1024.9499999999996,1.1733333333333333,5.765,78
352,-1069.1499999999999,1.2366666666666666,5.6883333333333335,212
353,-984.2999999999995,1.1316666666666666,5.38,237
354,-1194.3500000000001,1.3666666666666667,6.721666666666667,288
355,-1155.6999999999996,1.3233333333333333,6.513333333333334,197
356,-1143.9499999999996,1.32,6.191666666666666,227
357,-1271.4499999999998,1.4516666666666667,7.291666666666667,88
358,-1003.8499999999993,1.1683333333333332,5.171666666666667,238
359,-1432.1999999999998,1.5566666666666666,10.08,326
360,-1017.3,1.1666666666666667,5.62,250
361,-1139.5999999999997,1.3,6.536666666666667,225
362,-1196.25,1.37,6.745,144
363,-1187.5999999999997,1.3483333333333334,6.916666666666667,328
364,-1050.9999999999995,1.2066666666666668,5.8533333333333335,203
365,-967.7999999999997,1.1233333333333333,5.05,164
366,-1528.4500000000012,1.6783333333333332,10.438333333333333,131
367,-1348.9999999999998,1.525,8.076666666666666,345
368,-993.7,1.1383333333333334,5.483333333333333,346
369,-1074.7999999999995,1.245,5.6866666666666665,215
370,-1091.6499999999996,1.265,5.7683333333333335,190
371,-1259.5500000000009,1.435,7.285,234
372,-995.3,1.1233333333333333,5.976666666666667,194
373,-1018.9999999999993,1.19,5.1066666666666665,294
374,-1499.2500000000007,1.6016666666666666,11.275,286
375,-1116.1000000000001,1.285,6.053333333333334,345
376,-1184.65,1.36,6.568333333333333,275
377,-1195.8999999999996,1.3733333333333333,6.663333333333333,222
378,-994.2499999999997,1.1583333333333334,5.091666666666667,202
379,-1177.3999999999999,1.3616666666666666,6.286666666666667,252
380,-1211.5500000000002,1.3883333333333334,6.815,191
381,-984.6499999999996,1.155,4.861666666666666,97
382,-1254.3500000000001,1.4233333333333333,7.381666666666667,278
383,-1157.45,1.3333333333333333,6.301666666666667,235
384,-1067.4999999999995,1.24,5.583333333333333,141
385,-1107.1999999999998,1.285,5.806666666666667,204
386,-915.5,1.0766666666666667,4.4366666666666665,188
387,-1139.3000000000002,1.3016666666666667,6.476666666666667,206
388,-1228.9499999999996,1.3933333333333333,7.275,220
389,-1104.1499999999999,1.275,5.945,210
390,-1286.1000000000004,1.4516666666666667,7.8,148
391,-1083.95,1.245,6.011666666666667,138
392,-1082.1499999999996,1.2566666666666666,5.661666666666667,90
393,-1214.2000000000003,1.3816666666666666,7.043333333333333,238
394,-1126.6000000000001,1.2783333333333333,6.613333333333333,300
395,-1135.2500000000002,1.3133333333333332,6.031666666666666,256
396,-1311.9,1.4933333333333334,7.62,213
397,-1210.3000000000002,1.3766666666666667,7.023333333333333,242
398,-958.5499999999996,1.1066666666666667,5.131666666666667,237
399,-1194.250000000001,1.3783333333333334,6.458333333333333,186
400,-1177.45,1.3616666666666666,6.318333333333333,173
401,-1131.8,1.295,6.386666666666667,205
402,-893.7499999999993,1.0283333333333333,4.861666666666666,200
403,-1215.6500000000012,1.3883333333333334,6.941666666666666,243
404,-1382.8499999999995,1.525,9.235,246
405,-1134.05,1.305,6.201666666666667,275
406,-1091.4000000000003,1.2383333333333333,6.45,197
407,-1009.4499999999998,1.1816666666666666,5.038333333333333,190
408,-1107.1999999999998,1.285,5.806666666666667,218
409,-1200.6499999999999,1.375,6.761666666666667,150
410,-1387.3999999999996,1.54,9.016666666666667,220
411,-1394.4500000000005,1.585,8.171666666666667,141
412,-834.4999999999995,0.9816666666666667,3.9966666666666666,99
413,-1067.2999999999993,1.225,5.8566666666666665,256
414,-1347.3000000000009,1.5216666666666667,8.08,226
415,-1315.6,1.4733333333333334,8.213333333333333,107
416,-1072.5999999999995,1.2366666666666666,5.823333333333333,83
417,-1129.6999999999998,1.31,5.956666666666667,95
418,-1129.6999999999998,1.31,5.956666666666667,92
419,-981.8999999999997,1.1366666666666667,5.22,79
420,-1083.95,1.245,6.011666666666667,91
421,-1129.6999999999998,1.31,5.956666666666667,95
422,-1103.6000000000001,1.2583333333333333,6.296666666666667,185
423,-1354.6000000000004,1.4883333333333333,9.163333333333334,163
424,-1335.9500000000007,1.5216666666666667,7.721666666666667,173
425,-1414.2500000000002,1.555,9.591666666666667,115
426,-1090.6999999999998,1.2533333333333334,5.996666666666667,102
427,-1362.8500000000001,1.53,8.478333333333333,81
428,-1226.6000000000001,1.4083333333333334,6.826666666666667,90
429,-1210.35,1.395,6.615,88
430,-1274.3000000000002,1.4366666666666668,7.716666666666667,186
431,-1347.6000000000001,1.4783333333333333,9.17,97
432,-1718.1000000000006,1.8833333333333333,11.8,171
433,-1280.7000000000003,1.4633333333333334,7.3,103
434,-1167.3500000000001,1.3216666666666668,6.951666666666667,80
435,-951.2999999999997,1.0916666666666666,5.22,272
436,-1110.749999999999,1.2733333333333334,6.215,87
437,-1330.2,1.485,8.45,95
438,-1474.3499999999997,1.5966666666666667,10.605,98
439,-1603.2500000000016,1.7883333333333333,10.231666666666667,212
440,-1121.0999999999997,1.2716666666666667,6.65,86
441,-1088.6500000000003,1.2316666666666667,6.508333333333334,75
442,-1093.8000000000002,1.25,6.21,93
443,-1762.0500000000013,1.89,13.005,397
444,-1563.15,1.7333333333333334,10.215,263
445,-1517.9500000000005,1.6166666666666667,11.498333333333333,230
446,-1376.3999999999992,1.4933333333333334,9.76,303
447,-1305.8000000000002,1.4383333333333332,8.716666666666667,284
448,-1103.8999999999996,1.27,6.026666666666666,196
449,-1107.5999999999997,1.27,6.19,148
450,-1053.4999999999995,1.2033333333333334,5.996666666666667,123
451,-1144.6999999999998,1.2983333333333333,6.726666666666667,164
452,-1144.25,1.2983333333333333,6.721666666666667,171
453,-1049.7999999999997,1.19,6.1433333333333335,281
454,-1067.6,1.225,5.946666666666666,116
455,-1479.9000000000008,1.655,9.32,190
456,-1351.1500000000005,1.5183333333333333,8.358333333333333,222
457,-1311.4499999999991,1.49,7.695,105
458,-1557.45,1.75,9.655,111
459,-1117.5000000000002,1.2883333333333333,6.07,102
460,-1117.5000000000002,1.2883333333333333,6.07,99
461,-1153.5000000000002,1.3066666666666666,6.87,82
462,-1170.6500000000003,1.3416666666666666,6.581666666666667,105
463,-1457.1500000000003,1.63,9.211666666666666,102
464,-1471.1000000000008,1.56,11.346666666666666,144
465,-1500.7000000000003,1.63,10.673333333333334,127
466,-1062.15,1.2033333333333334,6.305,79
467,-1286.0500000000002,1.4283333333333332,8.368333333333334,86
468,-1462.2,1.59,10.36,90
469,-1333.0999999999997,1.48,8.706666666666667,75
470,-1238.6999999999996,1.4083333333333334,7.16,332
471,-1109.6499999999999,1.2483333333333333,6.648333333333333,567
472,-1064.9499999999994,1.2183333333333333,5.868333333333333,576
473,-1430.1499999999999,1.5933333333333333,9.101666666666667,417
474,-1137.7499999999993,1.3033333333333332,6.345,222
475,-965.7499999999997,1.105,5.301666666666667,524
476,-1590.8000000000004,1.755,10.516666666666667,557
477,-1536.1000000000006,1.6916666666666667,10.233333333333333,496
478,-1648.700000000001,1.7983333333333333,11.466666666666667,458
479,-953.0999999999993,1.08,5.5,388
480,-1370.0500000000002,1.5233333333333334,8.748333333333333,464
481,-1646.2500000000002,1.825,10.725,435
482,-1195.8000000000004,1.355,7.09,101
483,-1131.2500000000002,1.2533333333333334,7.388333333333334,164
484,-1233.8999999999999,1.4083333333333334,7.08,92
485,-1438.3999999999999,1.625,8.676666666666666,161
486,-1256.5999999999995,1.435,7.166666666666667,81
487,-1381.9500000000005,1.5633333333333332,8.285,96
488,-1478.8500000000006,1.6216666666666666,10.135,141
489,-1299.75,1.4616666666666667,7.975,173
490,-1221.05,1.4066666666666667,6.681666666666667,98
491,-1435.9000000000005,1.5883333333333334,9.413333333333334,318
492,-1558.100000000001,1.745,9.736666666666666,348
493,-1282.9999999999995,1.45,7.6866666666666665,133
494,-1565.9500000000014,1.7483333333333333,9.948333333333334,190
495,-1421.8999999999996,1.595,8.866666666666667,108
496,-1083.95,1.245,6.011666666666667,87
497,-1301.6499999999999,1.4533333333333334,8.278333333333334,86
498,-1185.2000000000003,1.3383333333333334,7.126666666666667,138
499,-1246.4499999999996,1.4316666666666666,6.888333333333334,185
