episode,episode_reward,avg_total_q,avg_total_w,switches,collisions_sum,arrivals_sum
124,-889.7500000000031,1.0916666666666666,5.608333333333333,330,0,245
125,-921.1000000000023,1.1466666666666667,5.283333333333333,395,0,244
126,-999.2500000000032,1.2166666666666666,6.2683333333333335,338,0,245
127,-904.1500000000019,1.0883333333333334,6.128333333333333,344,0,242
128,-852.7000000000027,1.0616666666666668,5.083333333333333,355,0,246
129,-853.0000000000026,1.0616666666666668,5.083333333333333,356,0,246
130,-780.6000000000028,0.9783333333333334,4.66,374,0,245
131,-787.9500000000021,0.985,4.735,366,0,244
132,-726.4500000000018,0.8983333333333333,4.795,353,0,245
133,-1362.6500000000035,1.5733333333333333,9.731666666666667,485,0,244
134,-1135.300000000002,1.38,6.773333333333333,560,0,244
135,-1095.2000000000016,1.3183333333333334,6.946666666666666,558,0,246
136,-1024.7500000000027,1.2583333333333333,6.058333333333334,437,0,245
137,-912.0000000000027,1.1366666666666667,5.2,414,0,243
138,-944.8000000000029,1.165,5.633333333333334,396,0,245
139,-1175.0000000000036,1.3916666666666666,7.846666666666667,437,0,243
140,-855.4000000000029,1.0583333333333333,5.223333333333334,372,0,244
141,-760.9500000000027,0.9533333333333334,4.595,345,0,244
142,-1048.6500000000024,1.2566666666666666,6.905,353,0,244
143,-1383.9000000000026,1.6066666666666667,9.7,376,0,246
144,-739.1500000000027,0.935,4.308333333333334,332,0,244
145,-955.6500000000033,1.1716666666666666,5.825,320,0,244
146,-1054.4500000000032,1.2783333333333333,6.558333333333334,352,0,244
147,-838.0500000000031,1.045,4.965,359,0,244
148,-838.1000000000023,1.0183333333333333,5.6066666666666665,308,0,244
149,-864.1000000000023,1.0766666666666667,5.053333333333334,318,0,244
150,-998.2500000000024,1.205,6.445,357,0,245
151,-820.5500000000023,1.02,4.951666666666667,307,0,243
152,-1073.100000000002,1.2916666666666667,6.84,325,0,242
153,-887.450000000002,1.095,5.371666666666667,310,0,243
154,-919.6500000000028,1.105,6.255,272,0,245
155,-843.8500000000026,1.06,4.778333333333333,262,0,242
156,-1609.900000000004,1.8133333333333332,12.293333333333333,242,0,245
157,-777.850000000003,0.985,4.418333333333333,330,0,246
158,-1264.6500000000042,1.475,8.915,212,0,244
159,-870.1500000000029,1.0683333333333334,5.445,354,0,244
160,-1064.6500000000028,1.2916666666666667,6.578333333333333,317,0,245
161,-1032.2000000000025,1.265,6.096666666666667,406,0,244
162,-1033.2500000000014,1.2483333333333333,6.541666666666667,422,0,244
163,-1338.5000000000025,1.5616666666666668,9.286666666666667,178,0,245
164,-920.3500000000021,1.1433333333333333,5.368333333333333,183,0,244
165,-1179.7000000000037,1.4333333333333333,7.033333333333333,318,0,244
166,-951.9000000000016,1.1816666666666666,5.52,180,0,245
167,-1202.1000000000024,1.4216666666666666,8.08,233,0,244
168,-1070.6500000000026,1.3083333333333333,6.458333333333333,150,0,244
169,-1120.8500000000029,1.3516666666666666,7.0216666666666665,388,0,244
170,-1173.900000000001,1.4116666666666666,7.4,385,0,245
171,-832.0500000000021,1.0516666666666667,4.645,347,0,245
172,-1023.9000000000027,1.2483333333333333,6.28,381,0,244
173,-1136.5500000000027,1.3733333333333333,7.005,508,0,245
174,-993.7500000000026,1.21,6.155,512,0,244
175,-1168.9500000000028,1.4033333333333333,7.375,439,0,245
176,-1018.1500000000028,1.2266666666666666,6.568333333333333,509,0,243
177,-1085.700000000002,1.3366666666666667,6.27,364,0,244
178,-838.700000000003,1.045,5.016666666666667,381,0,244
179,-1173.1000000000024,1.4383333333333332,6.763333333333334,109,0,243
180,-937.8500000000023,1.1633333333333333,5.501666666666667,229,0,243
181,-1157.500000000002,1.39,7.3533333333333335,389,0,244
182,-1335.1000000000024,1.5833333333333333,8.653333333333334,254,0,244
183,-1123.1500000000021,1.3716666666666666,6.708333333333333,89,0,244
184,-1002.8000000000013,1.235,5.996666666666667,82,0,246
185,-1067.8500000000022,1.32,6.065,78,0,243
186,-1102.4500000000019,1.3533333333333333,6.448333333333333,156,0,243
187,-1061.5000000000023,1.3,6.363333333333333,121,0,245
188,-1243.7500000000018,1.505,7.508333333333334,165,0,243
189,-1152.800000000002,1.3966666666666667,7.076666666666667,218,0,244
190,-910.8000000000022,1.125,5.53,251,0,245
191,-1172.0500000000038,1.4016666666666666,7.588333333333333,305,0,245
192,-1048.9000000000021,1.2966666666666666,6.013333333333334,151,0,244
193,-1009.0000000000022,1.2216666666666667,6.423333333333333,292,0,243
194,-1273.650000000003,1.525,8.005,147,0,242
195,-1176.9500000000023,1.415,7.411666666666667,298,0,244
196,-1092.0000000000032,1.3483333333333334,6.23,154,0,244
197,-966.4000000000023,1.2166666666666666,5.193333333333333,106,0,244
198,-1138.0500000000025,1.3883333333333334,6.775,114,0,246
199,-948.6000000000026,1.185,5.38,173,0,246
200,-1363.9000000000017,1.63,8.473333333333333,279,0,243
201,-1313.9500000000023,1.5566666666666666,8.558333333333334,328,0,244
202,-1030.7500000000016,1.26,6.338333333333333,183,0,244
203,-1022.1500000000019,1.26,6.0216666666666665,277,0,246
204,-1181.300000000002,1.4266666666666667,7.276666666666666,285,0,244
205,-1116.050000000003,1.3666666666666667,6.571666666666666,265,0,245
206,-927.6000000000024,1.1433333333333333,5.65,324,0,244
207,-1270.2500000000018,1.5166666666666666,8.071666666666667,349,0,243
208,-948.5500000000017,1.1733333333333333,5.678333333333334,171,0,246
209,-1289.4000000000026,1.5433333333333332,8.11,185,0,244
210,-1153.0500000000022,1.39,7.225,255,0,242
211,-1112.5500000000027,1.35,6.825,320,0,244
212,-952.1500000000009,1.1633333333333333,5.968333333333334,300,0,245
213,-1172.550000000002,1.4316666666666666,6.915,160,0,245
214,-1226.6000000000024,1.4816666666666667,7.476666666666667,191,0,244
215,-952.5500000000028,1.185,5.531666666666666,210,0,245
216,-1264.7500000000036,1.485,8.708333333333334,127,0,244
217,-1135.6000000000024,1.3766666666666667,6.983333333333333,122,0,243
218,-1210.200000000002,1.4533333333333334,7.6,195,0,241
219,-1106.000000000003,1.3266666666666667,7.196666666666666,265,0,244
220,-1252.300000000002,1.505,7.773333333333333,309,0,245
221,-1087.2000000000012,1.33,6.49,279,0,245
222,-1197.6500000000028,1.4433333333333334,7.421666666666667,306,0,245
223,-1158.1000000000026,1.3833333333333333,7.583333333333333,197,0,244
224,-1144.0500000000025,1.3816666666666666,7.145,159,0,243
225,-876.0500000000027,1.0966666666666667,5.101666666666667,118,0,243
226,-1176.4000000000028,1.425,7.203333333333333,156,0,245
227,-1098.1000000000017,1.3533333333333333,6.293333333333333,87,0,242
228,-1240.950000000003,1.4983333333333333,7.585,113,0,243
229,-1124.9500000000032,1.3766666666666667,6.628333333333333,97,0,245
230,-1236.5000000000027,1.4866666666666666,7.726666666666667,106,0,244
231,-1055.3000000000022,1.31,5.926666666666667,93,0,244
232,-1122.4000000000024,1.3783333333333334,6.483333333333333,106,0,243
233,-1059.750000000003,1.3116666666666668,6.045,161,0,245
234,-1075.3000000000022,1.315,6.453333333333333,126,0,244
235,-1090.0500000000036,1.3283333333333334,6.665,158,0,245
236,-1236.9500000000014,1.495,7.541666666666667,158,0,244
237,-1086.050000000003,1.3266666666666667,6.571666666666666,81,0,245
238,-1269.8000000000027,1.5216666666666667,7.996666666666667,233,0,245
239,-1016.2500000000019,1.255,5.935,199,0,245
240,-1002.8500000000017,1.2433333333333334,5.7683333333333335,259,0,246
241,-1142.3500000000017,1.3983333333333334,6.708333333333333,169,0,245
242,-1199.3000000000027,1.45,7.336666666666667,202,0,244
243,-1022.3500000000022,1.2666666666666666,5.828333333333333,244,0,243
244,-1204.7000000000023,1.4733333333333334,6.966666666666667,271,0,244
245,-1092.3500000000026,1.335,6.551666666666667,229,0,245
246,-989.1000000000014,1.2283333333333333,5.66,219,0,245
247,-1126.450000000003,1.345,7.458333333333333,231,0,244
248,-1047.8500000000024,1.2966666666666666,5.988333333333333,104,0,244
249,-1099.5500000000034,1.3416666666666666,6.631666666666667,298,0,245
250,-1150.3000000000013,1.3983333333333334,6.963333333333333,218,0,244
251,-1018.3000000000019,1.25,6.133333333333334,293,0,244
252,-1137.1500000000026,1.3883333333333334,6.775,285,0,245
253,-985.0000000000019,1.2216666666666667,5.733333333333333,119,0,246
254,-1075.600000000002,1.3366666666666667,5.983333333333333,234,0,246
255,-948.5500000000017,1.1733333333333333,5.678333333333334,187,0,246
256,-1138.8500000000029,1.395,6.671666666666667,317,0,245
257,-1112.550000000003,1.3516666666666666,6.815,265,0,244
258,-1032.550000000002,1.2716666666666667,6.068333333333333,268,0,245
259,-1081.550000000002,1.3316666666666668,6.281666666666666,207,0,244
260,-848.9000000000015,1.0683333333333334,4.8566666666666665,249,0,245
261,-1016.2000000000018,1.2566666666666666,5.903333333333333,294,0,245
262,-1002.8500000000017,1.2433333333333334,5.7683333333333335,308,0,246
263,-992.9500000000025,1.2366666666666666,5.618333333333333,191,0,244
264,-1039.4500000000023,1.2766666666666666,6.178333333333334,184,0,242
265,-1081.9000000000033,1.3266666666666667,6.423333333333333,249,0,245
266,-1084.6000000000015,1.32,6.653333333333333,154,0,243
267,-1395.850000000003,1.5166666666666666,12.328333333333333,285,0,245
268,-1123.4000000000033,1.3666666666666667,6.826666666666667,215,0,244
269,-1503.1500000000035,1.6616666666666666,12.395,303,0,245
270,-1310.4000000000042,1.5116666666666667,9.5,456,0,244
271,-1119.5500000000025,1.3366666666666667,7.328333333333333,502,0,245
272,-1238.900000000004,1.4783333333333333,7.916666666666667,436,0,245
273,-1123.1500000000017,1.365,6.748333333333333,574,0,246
274,-1217.900000000002,1.4466666666666668,7.9366666666666665,564,0,244
275,-924.6000000000013,1.1333333333333333,5.72,424,0,243
276,-1106.6000000000024,1.325,7.166666666666667,481,0,244
277,-1184.5500000000025,1.44,7.075,242,0,244
278,-887.0000000000026,1.0883333333333334,5.556666666666667,433,0,243
279,-1001.3000000000026,1.2433333333333334,5.666666666666667,416,0,245
280,-928.8000000000021,1.1266666666666667,6.06,370,0,244
281,-986.3000000000026,1.2033333333333334,6.1466666666666665,372,0,245
282,-1130.0500000000027,1.365,7.0183333333333335,389,0,244
283,-946.6500000000013,1.165,5.725,369,0,245
284,-968.1000000000013,1.1816666666666666,6.02,479,0,246
285,-1008.7000000000018,1.2466666666666666,5.803333333333334,386,0,242
286,-1258.1000000000038,1.4916666666666667,8.226666666666667,446,0,243
287,-1081.3000000000025,1.31,6.673333333333333,572,0,246
288,-1253.6000000000029,1.51,7.6466666666666665,430,0,244
289,-1020.6500000000018,1.2266666666666666,6.7316666666666665,283,0,244
290,-1275.9500000000028,1.5216666666666667,8.121666666666666,261,0,245
291,-1323.2500000000023,1.5416666666666667,9.178333333333333,283,0,244
292,-881.0500000000017,1.07,5.758333333333334,432,0,243
293,-1008.6000000000018,1.23,6.28,274,0,245
294,-1109.8500000000038,1.3066666666666666,7.785,291,0,245
295,-1669.600000000003,1.7333333333333334,16.213333333333335,240,0,244
296,-1524.3500000000026,1.7033333333333334,12.031666666666666,347,0,243
297,-851.2500000000023,1.055,5.165,353,0,242
298,-1401.7000000000019,1.6316666666666666,9.683333333333334,401,0,243
299,-933.9000000000023,1.1366666666666667,6.02,327,0,245
